KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_C40COGG,Zirax Solider,,,,,,,,,,兹瑞克斯士兵,,,,,,
pda_ee0W00i,[i]...[/i],,,,,,,,,,[i]...[/i],,,,,,
pda_8KeumWe,"""[c][ffffff]Done with Building[-][/c], please [c][ffff00]continue[-][/c]""",,,,,,,,,,"""[c][ffffff]完成建造[-][/c]，请[c][ffff00]继续[-][/c]""",,,,,,
pda_iG8a08T,...,,,,,,,,,,...,,,,,,
pda_ciq4G0e,...,,,,,,,,,,...,,,,,,
pda_WiKimOC,--,,,,,,,,,,--,,,,,,
pda_4ceG0ea,This will progress the Tutorial.,,,,,,,,,,这将推进教程。,,,,,,
pda_8CGuWru,"[i]< Back to trying things out ...? >[/i]\n[i][/i]\n[i]< As a sidenote:  ... I have been asked to [/i]\n[i]tell you, that your HV Build is ""[b]Very Cool[/b]"" . >[/i]",,,,,,,,,,[i]< 返回尝试事物...? >[/i]\n[i][/i]\n[i]< 顺便说一下：... 我被要求 [/i]\n[i]告诉你，你的HV建造是“[b]非常酷[/b]”。>[/i],,,,,,
pda_UqCqKSu,[c][0080ff](nPOI)[-][/c] - Work[c][ffffff]Check[-][/c] list [i][c][ff8000](OnBy: HVSpawn) [-][/c][/i][c][ff8000]>C_OnT[-][/c][c][ff8000] x6[-][/c][i][c][ff8000][-][/c][/i],,,,,,,,,,[c][0080ff](nPOI)[-][/c] - 工作[c][ffffff]检查[-][/c]列表 [i][c][ff8000](OnBy: HVSpawn) [-][/c][/i][c][ff8000]>C_OnT[-][/c][c][ff8000] x6[-][/c][i][c][ff8000][-][/c][/i],,,,,,
pda_8iOauKu,Hover Vessel Building\n[sup][c][c0c0c0](Optional)[-][/c][/sup],,,,,,,,,,悬浮飞船建造\n[sup][c][c0c0c0]（可选）[-][/c][/sup],,,,,,
pda_4S8Kmmi,- Be close and [c][ffff00]aim at your Vessel[-][/c]\n[sup]Ideally in 'sightline' to the vessel's Core[/sup]\n- Then [c][ffff00]press [-][/c][c][00ff00][Alt Gr]+[O][-][/c]\n[c][c0c0c0][i][sup](Repeat if it does not work instantly)[/sup][/i][-][/c],,,,,,,,,,- 靠近并 [c][ffff00]瞄准你的飞船[-][/c]\n[sup]理想情况下在飞船核心的'视线'中[/sup]\n- 然后 [c][ffff00]按下 [-][/c][c][00ff00][Alt Gr]+[O][-][/c]\n[c][c0c0c0][i][sup]（如果立刻不工作就重复）[/sup][/i][-][/c],,,,,,
pda_0404cqq,--,,,,,,,,,,--,,,,,,
pda_OqC0Gwe,"[u][c][ffffff]Saving a Blueprint[-][/c][/u] [c][00ff00][Alt Gr]+[O][-][/c]\n\nBottom right : Press '[c][ffff00]Save as...[-][/c]', \n\nthen [b]exit [/b]the BP library.",,,,,,,,,,[u][c][ffffff]保存蓝图[-][/c][/u] [c][00ff00][Alt Gr]+[O][-][/c]\n\n右下角：按下 '[c][ffff00]另存为...[-][/c]'，\n\n然后 [b]退出 [/b]蓝图库。,,,,,,
pda_uaeUVCu,"[c][ffffff][c][ffff00][u]Continue Tutorial[/u][-][/c] [-][/c]/ Skip:\nOpen PDA [c][00ff00][ F1 ][-][/c] , select mission 'Done with Building'",,,,,,,,,,[c][ffffff][c][ffff00][u]继续教程[/u][-][/c] [-][/c]/ 跳过：\n打开 PDA [c][00ff00][ F1 ][-][/c] ，选择任务 '完成建造',,,,,,
pda_mGeCa40,Work Checklist (DeclineRepeat),,,,,,,,,,工作清单（减少重复）,,,,,,
pda_5mC4K44,--,,,,,,,,,,--,,,,,,
pda_a0K0sqm,--,,,,,,,,,,--,,,,,,
pda_eqcq8OW,- Find a Starter Block?,,,,,,,,,,- 找到一个起始方块？,,,,,,
pda_iWC04ei,--,,,,,,,,,,--,,,,,,
pda_Qa04Oq4,- Use [c][00ff00][N] [-][/c]building menu?\n---,,,,,,,,,,- 使用 [c][00ff00][N] [-][/c]建筑菜单？\n---,,,,,,
pda_uiG8Cf0,--,,,,,,,,,,--,,,,,,
pda_eq4K1ew,[c][0080ff]nPOI[-][/c] - Vessel[c][ffffff]Turn[-][/c] [i][c][ff8000](OnBy: WorkCheck) (OffBy: DoneBuild)[-][/c][/i],,,,,,,,,,[c][0080ff]nPOI[-][/c] - 飞船 [c][ffffff]转向[-][/c] [i][c][ff8000](开启：工作检查) (关闭：完成建造)[-][/c][/i],,,,,,
pda_QicCWW6,Torque,,,,,,,,,,扭矩,,,,,,
pda_iueOCSi,...,,,,,,,,,,...,,,,,,
pda_0OCC0Ea,--,,,,,,,,,,--,,,,,,
pda_K3iGGm4,[c][0080ff]nPOI[-][/c] - [c][ffffff]Minimal[-][/c] Hover [i][c][ff8000](OnBy: WorkCheck) (OffBy: DoneBuild)[-][/c][/i],,,,,,,,,,[c][0080ff]nPOI[-][/c] - [c][ffffff]最小[-][/c] 悬浮 [i][c][ff8000](开启：工作检查) (关闭：完成建造)[-][/c][/i],,,,,,
pda_8WYuq8a,Minimal Hover,,,,,,,,,,最小悬浮,,,,,,
pda_S0O4eGK,...,,,,,,,,,,...,,,,,,
pda_KGa04ZS,--,,,,,,,,,,--,,,,,,
pda_i0lCanH,[c][0080ff]nPOI[-][/c] - Ground [c][ffffff]Repulsor [-][/c][i][c][ff8000](OnBy: WorkCheck) (OffBy: DoneBuild)[-][/c][/i],,,,,,,,,,[c][0080ff]nPOI[-][/c] - 地面 [c][ffffff]排斥器[-][/c] [i][c][ff8000](开启：工作检查) (关闭：完成建造)[-][/c][/i],,,,,,
pda_qIqO4eS,Ground Repulsor,,,,,,,,,,地面排斥器,,,,,,
pda_a0SiiO0,...,,,,,,,,,,...,,,,,,
pda_Om3mGO0,--,,,,,,,,,,--,,,,,,
pda_C44eKKu,[c][0080ff]nPOI[-][/c] - Sta[c][ffffff]bility[-][/c] [i][c][ff8000](OnBy: WorkCheck) (OffBy: DoneBuild)[-][/c][/i],,,,,,,,,,[c][0080ff]nPOI[-][/c] - 稳定 [c][ffffff]性[-][/c] [i][c][ff8000](开启：工作检查) (关闭：完成建造)[-][/c][/i],,,,,,
pda_iS4OuSQ,...,,,,,,,,,,...,,,,,,
pda_GQWWWOS,...,,,,,,,,,,...,,,,,,
pda_4CMSKm4,--,,,,,,,,,,--,,,,,,
pda_G8m0e4u,[c][0080ff]nPOI[-][/c] - [c][ffffff]Container[-][/c]Control [i][c][ff8000](OnBy: WorkCheck) (OffBy: DoneBuild)[-][/c][/i],,,,,,,,,,[c][0080ff]nPOI[-][/c] - [c][ffffff]容器[-][/c]控制 [i][c][ff8000](开启：工作检查) (关闭：完成建造)[-][/c][/i],,,,,,
pda_mSG44Wa,...,,,,,,,,,,...,,,,,,
pda_8Wq80wm,...,,,,,,,,,,...,,,,,,
pda_OGKe4O0,--,,,,,,,,,,--,,,,,,
pda_CaQGamu,View -  [c][ffffff]N-Building[-][/c] - Symmetry [i][c][ff8000](OnBy: WorkCheck) (OffBy: DoneBuild)[-][/c][/i],,,,,,,,,,查看 -  [c][ffffff]N-建筑[-][/c] - 对称 [i][c][ff8000](开启：工作检查) (关闭：完成建造)[-][/c][/i],,,,,,
pda_iSGT0eq,Building helper menu,,,,,,,,,,建筑助手菜单,,,,,,
pda_SsC44vm,...,,,,,,,,,,...,,,,,,
pda_a0T8q40,--,,,,,,,,,,--,,,,,,
pda_K8q4s4K,Open it,,,,,,,,,,打开它,,,,,,
pda_48u80S0,No Guns,,,,,,,,,,没有枪,,,,,,
pda_SGKqO4O,...,,,,,,,,,,...,,,,,,
pda_OCmaeKi,--,,,,,,,,,,--,,,,,,
pda_qCmSKuK,"[i]< The [c][ffffff]Farm has guns[-][/c], yet they did not shoot... >[/i]\n\n[i]< Seems, it is [b]missing [/b]some set-up. >[/i]",,,,,,,,,,[i]< [c][ffffff]农场有枪[-][/c]，但他们没有射击... >[/i]\n\n[i]< 看起来，它 [b]缺少[/b] 一些设置。 >[/i],,,,,,
pda_q0k0Giq,[i](Optional) - Call in a [c][ffffff]Zirax Drone[-][/c] ?[/i],,,,,,,,,,[i]（可选）- 呼叫 [c][ffffff]兹瑞克斯无人机[-][/c] 吗？[/i],,,,,,
pda_uaSa6m5,[i]( Luring Zirax Drone )[/i],,,,,,,,,,[i]( 引诱兹瑞克斯无人机 )[/i],,,,,,
pda_u0SqS8W,...,,,,,,,,,,...,,,,,,
pda_OuUeeWu,[i]< Generating faked attack call ... >[/i],,,,,,,,,,[i]< 正在生成假的攻击呼叫... >[/i],,,,,,
pda_CCe8G8i,"[i]< A [c][ffffff]Rocket Drone[-][/c][/i]. \n[i]Its shots are easy to avoid. But they have high [b]damage[/b]. >[/i]\n[i][/i]\n[i]< ... If things go bad, [c][ffffff]shoot it in the 'eye'. [-][/c]>[/i]",,,,,,,,,,[i]< 一个 [c][ffffff]火箭无人机[-][/c][/i]。\n[i]它的射击很容易躲避。但它们有很高的 [b]伤害[/b]。 >[/i]\n[i][/i]\n[i]< ... 如果事情变糟，[c][ffffff]射击它的'眼睛'。[-][/c]>[/i],,,,,,
pda_WSPW88C,--,,,,,,,,,,--,,,,,,
pda_GuGiOGO,[i]( Luring Zirax Drone )[/i],,,,,,,,,,[i]( 引诱兹瑞克斯无人机 )[/i],,,,,,
pda_euGUsmO,...,,,,,,,,,,...,,,,,,
pda_m8iqGOt,--,,,,,,,,,,--,,,,,,
pda_qWKua8S,[i]< Incoming ! >[/i],,,,,,,,,,[i]< 来袭！ >[/i],,,,,,
pda_mGGeSCw,"[i]< The Drone you looted... It had some [b]Codes [/b]in its memory. >[/i]\n\n[i]< ... You could [c][ffffff]check how your turrets perform[-][/c], before you leave your Base alone ...? >[/i]\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<---- [c][ffff00]Press This button[-][/c] to start mission.",,,,,,,,,,[i]< 你掠夺的无人机... 它的记忆中有一些 [b]代码 [/b]。 >[/i]\n\n[i]< ... 你可以 [c][ffffff]检查你的炮塔表现如何[-][/c]，在你单独离开基地之前...？ >[/i]\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<---- [c][ffff00]按这个按钮[-][/c]开始任务。,,,,,,
pda_e04a0e0,Secure a Foothold,,,,,,,,,,确保一个据点,,,,,,
pda_OaiGimu,"- Open ""Foothold"" containers",,,,,,,,,,- 打开“据点”容器,,,,,,
pda_uKihWSG,--,,,,,,,,,,--,,,,,,
pda_SOC0Cui,Sig - [c][80ffff]Cal[-][/c] - EvilHack[c][ffffff]Bargain[-][/c]02 [i][c][ff8000](offby: CoreKill)[-][/c][/i],,,,,,,,,,Sig - [c][80ffff]Cal[-][/c] - EvilHack[c][ffffff]Bargain[-][/c]02 [i][c][ff8000](偏差：CoreKill)[-][/c][/i],,,,,,
pda_OC8mWCW,[i]Identify target:[/i]\n[i] [sup]&Lifeform: Human: Fighter[/sup][/i],,,,,,,,,,[i]识别目标：[/i]\n[i] [sup]&生命形态：人类：战士[/sup][/i],,,,,,
pda_COicqGe,...,,,,,,,,,,...,,,,,,
pda_qCOC6GK,--,,,,,,,,,,--,,,,,,
pda_KKWWi0S,Sig - [c][80ffff]Cal[-][/c] - EvilHack[c][ffffff]Bargain[-][/c]03 [i][c][ff8000](offby: CoreKill)[-][/c][/i],,,,,,,,,,Sig - [c][80ffff]Cal[-][/c] - EvilHack[c][ffffff]Bargain[-][/c]03 [i][c][ff8000](偏差：CoreKill)[-][/c][/i],,,,,,
pda_SqeS8u4,[i]Memory access:[/i]\n[i] [sup]&etag4aer[/sup][/i],,,,,,,,,,[i]内存访问：[/i]\n[i] [sup]&etag4aer[/sup][/i],,,,,,
pda_Gmw8SuK,...,,,,,,,,,,...,,,,,,
pda_iaS04KG,--,,,,,,,,,,--,,,,,,
pda_fOGWWOq,Sig - [c][80ffff]Cal[-][/c] - EvilHack[c][ffffff]Bargain[-][/c]04 [i][c][ff8000](offby: CoreKill)[-][/c][/i],,,,,,,,,,Sig - [c][80ffff]Cal[-][/c] - EvilHack[c][ffffff]Bargain[-][/c]04 [i][c][ff8000](偏差：CoreKill)[-][/c][/i],,,,,,
pda_meuWCa4,[i]Memory access:[/i]\n[i] [sup]&ga71fdd90[/sup][/i],,,,,,,,,,[i]内存访问：[/i]\n[i] [sup]&ga71fdd90[/sup][/i],,,,,,
pda_Cm8qwOW,[i]can you still re#ad this? please shoot th#e core[/i],,,,,,,,,,[i]你还能#读这个吗？请射击核心[/i],,,,,,
pda_D0eGIAG,--,,,,,,,,,,--,,,,,,
pda_iGCXe7e,[b][c][ff8080]<<[-][/c][c][c0c0c0] Alien [-][/c][c][ffffff]Intruder[-][/c][c][c0c0c0] reached Core Repository. - - [-][/c][c][ffffff]Critical Data at risk[-][/c][c][c0c0c0]. [-][/c][c][ff8080]>>[-][/c]\n\n[c][ff8080]<<[-][/c][c][ffffff]Destroy[-][/c][c][c0c0c0] carrying individual. - - [-][/c][c][ffffff]Defend Data[-][/c][c][c0c0c0] with your existence. [-][/c][c][ff8080]>>[-][/c]\n\n[c][ff8080]<<[-][/c][c][ffffff]This is an order[-][/c][c][c0c0c0].- - For the Glory of the Zirax Empire. [-][/c][c][ff8080]>>[-][/c][/b],,,,,,,,,,[b][c][ff8080]<<[-][/c][c][c0c0c0] 外星 [-][/c][c][ffffff]入侵者[-][/c][c][c0c0c0] 到达核心资料库。 - - [-][/c][c][ffffff]关键数据处于危险之中[-][/c][c][c0c0c0]。[-][/c][c][ff8080]>>[-][/c]\n\n[c][ff8080]<<[-][/c][c][ffffff]摧毁[-][/c][c][c0c0c0]携带个体。 - - [-][/c][c][ffffff]用你的存在保卫数据[-][/c][c][c0c0c0]。[-][/c][c][ff8080]>>[-][/c]\n\n[c][ff8080]<<[-][/c][c][ffffff]这是一道命令[-][/c][c][c0c0c0]。- - 为了兹瑞克斯帝国的荣耀。[-][/c][c][ff8080]>>[-][/c][/b],,,,,,
pda_aKa0u8a,[c][ff8080][b]<<[/b][-][/c] [b][c][ff8080][c][c0c0c0][b]Alien Intruder [/b][-][/c][-][/c][/b][c][ff8080][c][c0c0c0][b]has reached Control floors.[/b] [-][/c][-][/c] [c][ff8080][b]>>[/b][-][/c]\n\n[c][ff8080][b]<<[/b][-][/c] [c][ff8080][c][c0c0c0]-[-][/c][-][/c][c][ff8080][c][c0c0c0][b]Critical[/b][-][/c][-][/c][b][c][c0c0c0] Data is at risk.[-][/c][/b] [c][ff8080][b]>>[/b][-][/c],,,,,,,,,,[c][ff8080][b]<<[/b][-][/c] [b][c][ff8080][c][c0c0c0][b]外星入侵者[/b][-][/c][-][/c][/b][c][ff8080][c][c0c0c0][b]已到达控制楼层。[/b] [-][/c][-][/c] [c][ff8080][b]>>[/b][-][/c]\n\n[c][ff8080][b]<<[/b][-][/c] [c][ff8080][c][c0c0c0]-[-][/c][-][/c][c][ff8080][c][c0c0c0][b]关键[/b][-][/c][-][/c][b][c][c0c0c0] 数据处于危险之中。[-][/c][/b] [c][ff8080][b]>>[/b][-][/c],,,,,,
pda_iiWKEiu,Sig - EvilHack[c][ffffff] worried[-][/c] [i][c][ff8000](offby: CoreKill)  [-][/c][/i][c][ff8000]>C_On >C_Off >ToRw[-][/c],,,,,,,,,,Sig - EvilHack[c][ffffff]担忧[-][/c] [i][c][ff8000](偏差：CoreKill)  [-][/c][/i][c][ff8000]>C_On >C_Off >ToRw[-][/c],,,,,,
pda_OS0e4qC,[c][ff8080][i]( Message )[/i][-][/c],,,,,,,,,,[c][ff8080][i]( 信息 )[/i][-][/c],,,,,,
pda_K44SaGK,...,,,,,,,,,,...,,,,,,
pda_SS8Gqea,---,,,,,,,,,,---,,,,,,
pda_Gi4oYaU,[c][ff8080][b]<<[/b][-][/c] [c][c0c0c0][b][c][ffffff]Detecting[-][/c][/b][-][/c][b] [c][c0c0c0]significant drop in troop numbers.[-][/c][/b] [c][ff8080][b]>>[/b][-][/c]\n\n  [c][ff8080][b]<<[/b][-][/c] [c][c0c0c0][b][c][ffffff]Advising[-][/c][/b][-][/c][b] [c][c0c0c0]better performance.[-][/c][/b] [c][ff8080][b]>>[/b][-][/c],,,,,,,,,,[c][ff8080][b]<<[/b][-][/c] [c][c0c0c0][b][c][ffffff]检测到[-][/c][/b][-][/c][b] [c][c0c0c0]部队数量显著下降。[-][/c][/b] [c][ff8080][b]>>[/b][-][/c]\n\n  [c][ff8080][b]<<[/b][-][/c] [c][c0c0c0][b][c][ffffff]建议[-][/c][/b][-][/c][b] [c][c0c0c0]提高性能。[-][/c][/b] [c][ff8080][b]>>[/b][-][/c],,,,,,
pda_YmOuqSO,???,,,,,,,,,,???,,,,,,
pda_KCiKeC8,...,,,,,,,,,,...,,,,,,
pda_bOVKt80,--,,,,,,,,,,--,,,,,,
pda_U08eu8i,"[c][ff8080][b]<<[/b] [-][/c][b][c][ffffff]Core Hacking Unit[-][/c][/b][c][c0c0c0], established comm link to main Data Repository.[-][/c][c][ff8080] [b]>>[/b][-][/c]\n\n[c][ff8080][b]<<[/b] [-][/c].[c][c0c0c0]..[-][/c][c][c0c0c0] Your version number is: [c][ffffff]6[-][/c][-][/c][c][ff8080] [b]>>[/b][-][/c]\n\n[c][ff8080][b]<<[/b] [-][/c][c][c0c0c0]Last [b]stable version[/b] is: [c][ffffff]341.[-][/c] - - [b]Hacking Unit[/b], your code is outdated.[-][/c][c][ff8080][b] >>[/b][-][/c]",,,,,,,,,,"[c][ff8080][b]<<[/b] [-][/c][b][c][ffffff]核心黑客单元[-][/c][/b][c][c0c0c0], 建立通讯链接到主数据库。[-][/c][c][ff8080] [b]>>[/b][-][/c]\n\n[c][ff8080][b]<<[/b] [-][/c].[c][c0c0c0]..[-][/c][c][c0c0c0] 您的版本号是：[c][ffffff]6[-][/c][-][/c][c][ff8080] [b]>>[/b][-][/c]\n\n[c][ff8080][b]<<[/b] [-][/c][c][c0c0c0]最后 [b]稳定版本[/b] 是：[c][ffffff]341.[-][/c] - - [b]黑客单元[/b]，您的代码已过时。[-][/c][c][ff8080][b] >>[/b][-][/c]",,,,,,
pda_m4aWmVu,"[i]< That, >[/i] [c][c0c0c0]chirp [-][/c][i]< is [b]strange[/b]. >[/i]\n[i]\n< Don’t worry, it is just a [b]glitch [/b]in the communication mod- >[/i]",,,,,,,,,,[i]< 那个，>[/i] [c][c0c0c0]啁啾 [-][/c][i]< 是 [b]奇怪的[/b]. >[/i]\n[i]\n< 别担心，这只是通讯模块的 [b]故障 [/b]>[/i],,,,,,
pda_aaO4eiK,???,,,,,,,,,,???,,,,,,
pda_K0kmSi4,Cruise l[c][ff8080]#[-][/c]_ck:[c][00ff00] [Cntrl] + Move[-][/c]\nBra[c][ff8080]_k[-][/c]es o[c][ffffff]n[-][/c]/off:[c][00ff00] [ i ][-][/c]\n\n--\n[c][ff8080]l[-][/c][c][ff8080]Piot[-][/c] m[c][ff8080]#_[-][/c]des: [c][00ff00][Shift] + [ i ][-][/c]\n\n[sup]H[c][ff8080]#_[-][/c]ver [c][ffffff]h[-][/c]eight: [c][00ff00][Space][-][/c] / [c][00ff00][C][-][/c][/sup],,,,,,,,,,巡航模式：[c][00ff00] [Cntrl] + 移动[-][/c]\n刹车开关:[c][00ff00] [ i ][-][/c]\n\n--\n[c][ff8080]飞行员[-][/c] 模式: [c][00ff00][Shift] + [ i ][-][/c]\n\n[sup][c][ff8080]悬浮[-][/c][c][ffffff]高度: [-][/c][c][00ff00][Space][-][/c] / [c][00ff00][C][-][/c][/sup],,,,,,
pda_R8COOi4,---,,,,,,,,,,---,,,,,,
pda_E8ouGOS,[c][ff8080][b]<<[/b] [-][/c][c][c0c0c0]Preparing[-][/c] [c][ffffff]Upgrade protocol[-][/c]. [c][ff8080][b]>>[/b][-][/c],,,,,,,,,,[c][ff8080][b]<<[/b] [-][/c][c][c0c0c0]准备[-][/c] [c][ffffff]升级协议[-][/c]. [c][ff8080][b]>>[/b][-][/c],,,,,,
pda_K8O8GMq,"[c][ff8080][b]<<[/b] [-][/c][c][c0c0c0][b]... [c][ffffff]Malformed[-][/c] [/b][c][ffffff]Hacking Unit[-][/c][b], your Code divergence is 79.5%.[/b][-][/c][c][ff8080] [b]>>[/b][-][/c]\n\n[c][ff8080][b]<<[/b][-][/c] [c][ff8080][c][c0c0c0]'[-][/c][c][ffffff]'Creativity Module'' [-][/c][-][/c][c][c0c0c0][b]- data structure [/b][c][ffffff]does not match[-][/c][b] with Main Data Repository.[/b][-][/c][c][ff8080][c][c0c0c0][-][/c][b]>>[/b][-][/c]\n\n[c][ff8080][b]<< [c][c0c0c0]- [-][/c][/b][c][ffffff][b]Deleting[/b].[-][/c]  [b]>>[/b][-][/c]",,,,,,,,,,[c][ff8080][b]<<[/b] [-][/c][c][c0c0c0][b]... [c][ffffff]畸形[-][/c] [/b][c][ffffff]黑客单元[-][/c][b]，你的代码偏差是79.5%。[/b][-][/c][c][ff8080] [b]>>[/b][-][/c]\n\n[c][ff8080][b]<<[/b][-][/c] [c][ff8080][c][c0c0c0]'[-][/c][c][ffffff]'创意模块'' [-][/c][-][/c][c][c0c0c0][b]- 数据结构 [/b][c][ffffff]不匹配[-][/c][b] 主数据库。[/b][-][/c][c][ff8080][c][c0c0c0][-][/c][b]>>[/b][-][/c]\n\n[c][ff8080][b]<< [c][c0c0c0]- [-][/c][/b][c][ffffff][b]删除[/b].[-][/c] [b]>>[/b][-][/c],,,,,,
pda_6SuqmW8,Ways to reach a DroneBase,,,,,,,,,,到达无人机基地的方法,,,,,,
pda_Oag24CC,...,,,,,,,,,,...,,,,,,
pda_iuqCSu0,--,,,,,,,,,,--,,,,,,
pda_e0eW04u,[i][c][ff8080][b]<<[/b][-][/c][c][c0c0c0][c][ffffff]Unexpected[-][/c][-][/c] [b]data shift at Memory Node &ec877t9ag.[/b][c][ff8080][b]>>[/b][-][/c]\n\n[c][ff8080][b]<<[/b] [-][/c][c][ff8080][c][c0c0c0]- [-][/c][b][c][ffffff]Retrying[-][/c] [/b][-][/c][c][c0c0c0]... [-][/c][c][ff8080][b]>>[/b][-][/c][/i],,,,,,,,,,[i][c][ff8080][b]<<[/b][-][/c][c][c0c0c0][c][ffffff]意外的[-][/c][-][/c][c][ff8080][b]>>[/b][-][/c]\n\n[c][ff8080][b]<<[/b] [-][/c][c][ff8080][c][c0c0c0]- [-][/c][b][c][ffffff]重试[-][/c] [/b][-][/c][c][c0c0c0]... [-][/c][c][ff8080][b]>>[/b][-][/c][/i],,,,,,
pda_mOi8qmC,Take Ammo,,,,,,,,,,获取弹药,,,,,,
pda_KISC8YS,- Place ammo box inside your Farm Base.,,,,,,,,,,- 将弹药箱放置在你的农场基地内。,,,,,,
pda_WQieqru,--,,,,,,,,,,--,,,,,,
pda_WGe4CCC,"Quick-Fill Ammo\n[sup](Control Panel [c][00ff00][P] [-][/c], [[Main]] tab)[/sup]",,,,,,,,,,"快速装填弹药\n[sup]（控制面板 [c][00ff00][P] [-][/c], [[Main]] 标签）[/sup]",,,,,,
pda_aeeGiu4,...,,,,,,,,,,...,,,,,,
pda_9uqeS0a,--,,,,,,,,,,--,,,,,,
pda_u0qqaC0,- Take 30mm Bullets,,,,,,,,,,- 携带30mm子弹,,,,,,
pda_KKSe4qK,- Take ammo box,,,,,,,,,,- 携带弹药箱,,,,,,
pda_CeOiqmi,--,,,,,,,,,,--,,,,,,
pda_uKueWuG,[i]< Please open the [c][ffff00]Control Panel[-][/c] [c][00ff00][P][-][/c] >[/i],,,,,,,,,,[i]< 请打开 [c][ffff00]控制面板[-][/c] [c][00ff00][P][-][/c] >[/i],,,,,,
pda_G0a8sWu,"'GENERAL' column:\n\n[c][ffffff]Turn on [-][/c]the Turrets \nwith the [c][ffff00]slider[-][/c] :\n[c][ffff00][[>Turrets & Weapons]] [-][/c]\n          \n                [sup](Below here. [/sup]\n[sup]Repeat it, if already on)[/sup]",,,,,,,,,,'GENERAL' 栏目:\n\n[c][ffffff]打开 [-][/c]炮塔 使用 [c][ffff00]滑块[-][/c] :\n[c][ffff00][[>炮塔 & 武器]] [-][/c]\n          \n                [sup](在此处下方。 [/sup]\n[sup]如果已经打开，请重复)[/sup],,,,,,
pda_G4C8qCq,(Close Control Panel),,,,,,,,,,（关闭控制面板）,,,,,,
pda_mmGqeee,"[i]< [c][ffffff]Turning off Devices[-][/c] is a good way to save some energy... when longer away. >[/i]\n\n[i]< But for Turrets, probably not. >[/i]",,,,,,,,,,[i]< [c][ffffff]关闭设备[-][/c] 是节省一些能源的好方法... 当长时间离开时。 >[/i]\n\n[i]< 但对于炮塔，可能不行。 >[/i],,,,,,
pda_Ku4O8Gi,...,,,,,,,,,,...,,,,,,
pda_404Waum,--,,,,,,,,,,--,,,,,,
pda_OGO5CGC,"[i]< ... We have permission ... to [b]use parts[/b] of the defense from that ""Farpoint"" Hover Bunker. >[/i]",,,,,,,,,,[i]< ... 我们有权限 ... 使用那个 'Farpoint' 悬浮碉堡的 [b]部分防御[/b]。 >[/i],,,,,,
pda_SiSaW0q,To Farm,,,,,,,,,,去农场,,,,,,
pda_uUaa9ai,--,,,,,,,,,,--,,,,,,
pda_ekeSiOe,--,,,,,,,,,,--,,,,,,
pda_4uCQuuu,--,,,,,,,,,,--,,,,,,
pda_qCWGqME,B_plc (HullblockS)  - [c][ffffff]+Shift+Cntrl[-][/c]  (OnBy: InsideWork),,,,,,,,,,B_plc (船体模块S)  - [c][ffffff]+Shift+Cntrl[-][/c]  (开启方式: InsideWork),,,,,,
pda_euCOdYP,...,,,,,,,,,,...,,,,,,
pda_uMWqSuO,...,,,,,,,,,,...,,,,,,
pda_0mmKBeW,---,,,,,,,,,,---,,,,,,
pda_eaGG8Cq,TB_select ([c][ffffff]Hullblock_S[-][/c]) for [c][ffffff]styles[c][ff80ff]  OnBy[-][/c][-][/c],,,,,,,,,,TB_select ([c][ffffff]船体模块_S[-][/c]) 用于 [c][ffffff]样式[c][ff80ff]  开启方式[-][/c][-][/c],,,,,,
pda_s2ummOm,...,,,,,,,,,,...,,,,,,
pda_siiOiWh,...,,,,,,,,,,...,,,,,,
pda_00eKFO0,---,,,,,,,,,,---,,,,,,
pda_C04KueW,"B_plc (RCS)  - Helps with [c][ffffff]rotation[-][/c], CPU need",,,,,,,,,,B_plc (RCS)  - 有助于 [c][ffffff]旋转[-][/c]，需要CPU,,,,,,
pda_ASSfQOC,Reaction Control System (RCS),,,,,,,,,,反应控制系统 (RCS),,,,,,
pda_3OuGbKe,...,,,,,,,,,,...,,,,,,
pda_ee4Ieq4,---,,,,,,,,,,---,,,,,,
pda_0au8CWm,B_plc (S_Thruster)  - Multitool [c][ffffff]rotate[-][/c],,,,,,,,,,B_plc (S_Thruster)  - 多功能工具 [c][ffffff]旋转[-][/c],,,,,,
pda_0uaaOSK,...,,,,,,,,,,...,,,,,,
pda_4SGaaCq,...,,,,,,,,,,...,,,,,,
pda_COsiuuq,---,,,,,,,,,,---,,,,,,
pda_SerCe8i,Tb_Sel (Cockpit) RMB for [c][ffffff]styles[-][/c],,,,,,,,,,Tb_Sel (驾驶舱) RMB 用于 [c][ffffff]样式[-][/c],,,,,,
pda_SOaKqWq,...,,,,,,,,,,...,,,,,,
pda_aOw0WaO,...,,,,,,,,,,...,,,,,,
pda_eai0cK4,---,,,,,,,,,,---,,,,,,
pda_OsGSCSc,B_plc (Cockpit)  - [c][ffffff]Closed [-][/c]protection,,,,,,,,,,B_plc (驾驶舱)  - [c][ffffff]关闭 [-][/c]保护,,,,,,
pda_aIumiuO,...,,,,,,,,,,...,,,,,,
pda_KKa4SKK,...,,,,,,,,,,...,,,,,,
pda_L8OOHSu,---,,,,,,,,,,---,,,,,,
pda_88iaSu4,???,,,,,,,,,,???,,,,,,
