KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
Ectoplasm,Ectoplasm,,,,,,,,,,灵质,,,,,,
bkiEctoplasm,This whispy green slime is found in the fuel tanks of Ghost Ships. It quickly vaporizes leaving behind a mysterious residue.,,,,,,,,,,这种绿色黏液在幽灵船的燃料箱中发现。它迅速蒸发，留下神秘残留物。,,,,,,
Ectoplasm2,High-Energy Ectoplasm,,,,,,,,,,高能灵质,,,,,,
bkiEctoplasm2,This rare Ectoplasm is teeming with energy.,,,,,,,,,,这种罕见的灵质充满了能量。,,,,,,
JunkMedicalStation,Recovering Health and Stamina,,,,,,,,,,正在恢复生命与体力,,,,,,
CoreMysterious,Mysterious Core,,,,,,,,,,神秘核心,,,,,,
GhostCore,Ghostly Core,,,,,,,,,,幽灵核心,,,,,,
SalvageCore,Core (Salvage),,,,,,,,,,核心（回收）,,,,,,
OxygenSuitRefill,Backup Suit Oxygen Canister,,,,,,,,,,备用防护服氧气罐,,,,,,
bkiOxygenSuitRefill,Use to refill your suit with 500 Oxygen. Note: Cannot be used to fill Oxygen Tanks,,,,,,,,,,用于为防护服补充500单位氧气。注意：不能用于填充氧气罐。,,,,,,
MysteriousResidue,Mysterious Residue,,,,,,,,,,神秘残留物,,,,,,
GrowingPotJunk,Junk Crop Plot,,,,,,,,,,废料种植地块,,,,,,
MultiToolT3,Master Multi Tool,,,,,,,,,,大师级多功能工具,,,,,,
ConstructorHV,Mobile Constructor (HV),,,,,,,,,,移动建造器（HV）,,,,,,
JunkRifleT2,Junk Rifle (T2),,,,,,,,,,垃圾步枪（T2）,,,,,,
bkiJunkRifleT2,"An upgrade to the Junk Rifle. (Fires Faster, Longer Range, Deals More Damage)",,,,,,,,,,垃圾步枪的升级版。（射速更快、射程更远、伤害更高）,,,,,,
JunkSniper,Salvage Sniper,,,,,,,,,,回收狙击步枪,,,,,,
bkiJunkSniper,An improvised longneck rifle made from scrap metal. Fires shards of junk as ammo.,,,,,,,,,,一把用废金属制成的简易长颈步枪。以垃圾碎片作为弹药发射。,,,,,,
ShieldModulatorBA,Base Shield Modulator,,,,,,,,,,基地护盾调节器,,,,,,
ShieldModulatorCV,Hull Shield Modulator,,,,,,,,,,船体护盾调节器,,,,,,
bkiShieldModulator,"Increases the amount of damage a shield can absorb before failing. NOTE: This replaces the T2 Shield Generator. NOTE2: Shield Modulators use a lot of energy, even when the shield is not in use. Plan to build an additional Generator to support them.",,,,,,,,,,增加护盾失效前可吸收的伤害量。注意：这将替换T2护盾发生器。注意2：护盾调节器即使在不使用护盾时也会消耗大量能量。请计划额外建造一个发电机来支持它们。,,,,,,
SSTurretIONCannon2,Salvaged Alien Plasma Turret (Type 2; Space Only),,,,,,,,,,回收的外星等离子炮塔（类型2；仅限太空）,,,,,,
SSTurretIONCannon,Salvaged Alien Plasma Turret (Type 1),,,,,,,,,,回收的外星等离子炮塔（类型1）,,,,,,
SSTurretEnemyLaser,Salvaged Alien Laser Turret,,,,,,,,,,回收的外星激光炮塔,,,,,,
SSTurretEnemyRocket,Salvaged Alien Rocket Turret,,,,,,,,,,回收的外星火箭炮塔,,,,,,
SSTurretEnemyArtillery,Salvaged Alien Artillery Turret,,,,,,,,,,回收的外星火炮炮塔,,,,,,
SSTurretEnemyEMP,Salvaged Alien Ion Turret,,,,,,,,,,回收的外星离子炮塔,,,,,,
SSTurretAlien,Salvaged Pulse Laser Turret (T2),,,,,,,,,,回收的脉冲激光炮塔（T2）,,,,,,
SSSentryGun01,Salvaged Alien Sentry WallGun,,,,,,,,,,回收的外星哨卫墙式机枪,,,,,,
SSSentryGun01Retract,Salvaged Alien Sentry Wall Gun (Retractable),,,,,,,,,,回收的外星哨卫墙式机枪（可伸缩）,,,,,,
SSSentryGun02,Salvaged Alien Sentry Gun,,,,,,,,,,回收的外星哨卫机枪,,,,,,
SSSentryGun02Retract,Salvaged Alien Sentry Gun (Retractable),,,,,,,,,,回收的外星哨卫机枪（可伸缩）,,,,,,
SSSentryGunBlocks,Salvaged Alien Sentry Gun Blocks,,,,,,,,,,回收的外星哨卫机枪方块,,,,,,
bkiSalvagedTurrets,These are turrets that were salvaged from alien ships or structures.,,,,,,,,,,这些是从外星飞船或结构中回收的炮塔。,,,,,,
IONCannonCharge,Alien Plasma Charge,,,,,,,,,,外星等离子充能,,,,,,
IONCannonCharge2,High-Powered Alien Plasma Charge,,,,,,,,,,高功率外星等离子充能,,,,,,
TurretEnemyRocketAmmo,Alien Rocket,,,,,,,,,,外星火箭,,,,,,
TurretEnemyArtilleryAmmo,Alien Artillery Shell,,,,,,,,,,外星炮弹,,,,,,
TurretEnemyEMPCharge,Alien ION Charge,,,,,,,,,,外星离子充能,,,,,,
TurretEnemyLaserCharge,Alien Laser Charge,,,,,,,,,,外星激光充能,,,,,,
TurretEnemyLaserChargeT2,High-Powered Alien Laser Charge,,,,,,,,,,高功率外星激光充能,,,,,,
twrScrap,Salvaged Scrap,,,,,,,,,,回收废料,,,,,,
twrCrew,Highly Skilled Ship Crew,,,,,,,,,,高技能飞船船员,,,,,,
ReforgedIronIngot,Re-forged Iron Ingot,,,,,,,,,,重铸的铁锭,,,,,,
ReforgedTitanRods,Re-forged Titanium Rods,,,,,,,,,,重铸的钛棒,,,,,,
ReforgedSathiumIngot,Re-forged Sathium Ingot,,,,,,,,,,重铸的钑锭,,,,,,
bkiReforgedIngot,Will become a usable Ingot after a time.,,,,,,,,,,一段时间后会变成可用的锭。,,,,,,
SlimeEcto,Spooky Slime,,,,,,,,,,诡异黏胶,,,,,,
R5MedicalSupplies,Medical Supply Crate,,,,,,,,,,医疗用品箱,,,,,,
bkiR5MedicalSupplies,A Crate of Medical Supplies that can be sold for a lot of credits.,,,,,,,,,,一箱医疗用品，可以卖很多信用点。,,,,,,
CrystalsPyramidBlueStage1,Pentaxid Nucleus (Large),,,,,,,,,,翘曲水晶核（大型）,,,,,,
CrystalsPyramidBlueStage2,Pentaxid Growth (Large),,,,,,,,,,翘曲水晶簇（大型）,,,,,,
CrystalsPyramidBlueStage3,Pentaxid Crystal (Large),,,,,,,,,,翘曲水晶晶体（大型）,,,,,,
CrystalsPyramidBlueStage3Harvested,Depleated Pentaxid Crystal (Large),,,,,,,,,,耗竭的翘曲水晶晶体（大型）,,,,,,
CrystalsPyramidOrangeStage1,Pentaxid Nucleus (High Yield),,,,,,,,,,翘曲水晶核（高产量）,,,,,,
CrystalsPyramidOrangeStage2,Pentaxid Growth (High Yield),,,,,,,,,,翘曲水晶簇（高产量）,,,,,,
CrystalsPyramidOrangeStage3,Pentaxid Crystal (High Yield),,,,,,,,,,翘曲水晶晶体（高产量）,,,,,,
CrystalsPyramidOrangeStage3Harvested,Depleated Pentaxid Crystal (High Yield),,,,,,,,,,耗竭的翘曲水晶晶体（高产量）,,,,,,
CrystalStraightStage1,Pentaxid Nucleus,,,,,,,,,,翘曲水晶核,,,,,,
CrystalStraightStage2,Pentaxid Growth,,,,,,,,,,翘曲水晶簇,,,,,,
CrystalStraightStage3,Pentaxid Crystal,,,,,,,,,,翘曲水晶晶体,,,,,,
CrystalStraightStage3Harvested,Depleated Pentaxid Crystal,,,,,,,,,,耗竭的翘曲水晶晶体,,,,,,
bkiGrowableCrystal,A small growth of Pentaxid Crystal. Will only grow in a highly fertile growing plot.,,,,,,,,,,一小簇翘曲水晶晶体。只会在高肥力的种植地块中生长。,,,,,,
CrystalsDead,Contaminated Pentaxid,,,,,,,,,,受污染的翘曲水晶（原料）,,,,,,
CrystalsDeadItem,Contaminated Pentaxid,,,,,,,,,,受污染的翘曲水晶（原料）,,,,,,
WeaponCrate,Basic Weapons Crate,,,,,,,,,,基础武器箱,,,,,,
WeaponCrate2,Good Weapons Crate,,,,,,,,,,良好武器箱,,,,,,
WeaponCrate3,Great Weapons Crate,,,,,,,,,,大型武器箱,,,,,,
WeaponCrate4,Advanced Weapons Crate,,,,,,,,,,高级武器箱,,,,,,
bkiWeaponCrate,A small crate that can be placed on a Base or Capital Vessel and gives hand-held weapons when salvaged (using any tool with the 'Salvage' ability).,,,,,,,,,,一个可以放置在基地或主力舰上的小板条箱，回收后（使用带有“回收”能力的任何工具）可获得手持武器。,,,,,,
BoxOScraps,Box O' Scraps,,,,,,,,,,废料箱,,,,,,
bkiBoxOScraps,A small box that can be placed on a Base or Capital Vessel and gives various scrap when salvaged (using any tool with the 'Salvage' ability).,,,,,,,,,,一个可以放置在基地或主力舰上的小箱子，回收后（使用带有“回收”能力的任何工具）可获得各种废料。,,,,,,
ResourceSniper,L.R.R.G.R.,,,,,,,,,,远程资源采集步枪（L.R.R.G.R.）,,,,,,
bkiResourceSniper,The Long-Range Resource Gathering Rifle is an amalgum of a laser drill and a sniper rifle. Only the most talented Engineers dare even dream of such a thing.,,,,,,,,,,远程资源采集步枪是激光钻头和狙击步枪的结合体。只有最有才华的工程师才敢幻想这样的东西。,,,,,,
CryoBlocks,Cryo Chamber Blocks,,,,,,,,,,低温舱方块,,,,,,
CryoBed,Cryo Chamber (Empty),,,,,,,,,,低温舱（空）,,,,,,
CryoFull,Cryo Chamber (Occupied),,,,,,,,,,低温舱（占用）,,,,,,
CryoBroken,Cryo Chamber (Failed),,,,,,,,,,低温舱（失败）,,,,,,
bkiRewardBlocks,A Heavy Device packaged in an easy-to-cary container that reduces mass and volume for transport.,,,,,,,,,,一个重型设备，装在便于携带的容器中，可减少运输时的质量和体积。,,,,,,
DetectorCVReward,Reward: Capital Vessel Detector,,,,,,,,,,奖励：主力舰探测器,,,,,,
ConstructorHVReward,Reward: Mobile Constructor (HV),,,,,,,,,,奖励：移动建造器（HV）,,,,,,
ConstructorSVReward,Reward: Mobile Constructor (SV),,,,,,,,,,奖励：移动建造器（SV）,,,,,,
ShieldGeneratorSVReward,Reward: Light Polarized Hull Shield (SV),,,,,,,,,,奖励：轻型偏振船体护盾（SV）,,,,,,
ZiraxAssaultRiflePlayer,Zirax Assault Rifle,,,,,,,,,,兹瑞克斯突击步枪,,,,,,
bkiZiraxAssaultRifle,"A Zirax-designed Assault Rifle. While it can use standard Rifle Rounds, our technology cannot repair it.",,,,,,,,,,一款由兹瑞克斯设计的突击步枪。虽然可以兼容标准步枪子弹，但我们的技术无法修复它。,,,,,,
ZiraxShotgunPlayer,Zirax Shotgun,,,,,,,,,,兹瑞克斯霰弹枪,,,,,,
bkiZiraxShotgun,"A Zirax-designed Shotgun. While it can use standard Shotgun Shells, our technology cannot repair it.",,,,,,,,,,一款由兹瑞克斯设计的霰弹枪。虽然可以兼容标准霰弹枪弹药，但我们的技术无法修复它。,,,,,,
ZiraxRocketPlayer,Zirax Rocket Launcher,,,,,,,,,,兹瑞克斯火箭发射器,,,,,,
bkiZiraxRocketLauncher,"A Zirax-designed Rocket Launcher. While it can use standard Rocket Launcher Missiles, our technology cannot repair it.",,,,,,,,,,一款由兹瑞克斯设计的火箭发射器。虽然可以兼容标准火箭发射器导弹，但我们的技术无法修复它。,,,,,,
ZiraxSniperPlayer,Zirax Sniper Rifle,,,,,,,,,,兹瑞克斯狙击步枪,,,,,," bkiZiraxSniperRifle"
ZiraxLaserPlayer,Zirax Laser Rifle,,,,,,,,,,兹瑞克斯激光步枪,,,,,,
bkiZiraxLaser,"A Zirax-designed Laser Rifle re-designed by black market contacts to be a lot better. While it can use standard Laser Charges, our technology cannot repair it.",,,,,,,,,,一款由兹瑞克斯设计的激光步枪，经黑市联系人重新设计后性能大幅提升。虽然可以兼容标准激光充能，但我们的技术无法修复它。,,,,,,
ZiraxAssaultRiflePlayerT2,Overcharged Zirax Assault Rifle,,,,,,,,,,超载兹瑞克斯突击步枪,,,,,,
bkiZiraxAssaultRifleT2,"A Zirax-designed Assault Rifle re-designed by black market contacts to be a lot better. While it can use standard Rifle Rounds, our technology cannot repair it.",,,,,,,,,,一款由兹瑞克斯设计的突击步枪，经黑市联系人重新设计后性能大幅提升。虽然可以兼容标准步枪子弹，但我们的技术无法修复它。,,,,,,
ZiraxShotgunPlayerT2,Overcharged Zirax Shotgun,,,,,,,,,,超载兹瑞克斯霰弹枪,,,,,,
bkiZiraxShotgunT2,"A Zirax-designed Shotgun re-designed by black market contacts to be a lot better. While it can use standard Shotgun Shells, our technology cannot repair it.",,,,,,,,,,一款由兹瑞克斯设计的霰弹枪，经黑市联系人重新设计后性能大幅提升。虽然可以兼容标准霰弹枪弹药，但我们的技术无法修复它。,,,,,,
ZiraxRocketPlayerT2,Overcharged Zirax Rocket Launcher,,,,,,,,,,超载兹瑞克斯火箭发射器,,,,,,
bkiZiraxRocketLauncherT2,"A Zirax-designed Rocket Launcher re-designed by black market contacts to be a lot better. While it can use standard Rocket Launcher Missiles, our technology cannot repair it.",,,,,,,,,,一款由兹瑞克斯设计的火箭发射器，经黑市联系人重新设计后性能大幅提升。虽然可以兼容标准火箭发射器导弹，但我们的技术无法修复它。,,,,,,
ZiraxSniperPlayerT2,Overcharged Zirax Sniper Rifle,,,,,,,,,,超载兹瑞克斯狙击步枪,,,,,," bkiZiraxSniperRifleT2"
ZiraxLaserPlayerT2,Overcharged Zirax Laser Rifle,,,,,,,,,,超载兹瑞克斯激光步枪,,,,,,
ZiraxWeaponParts,Disassembled Zirax Firearm Parts,,,,,,,,,,拆卸后的兹瑞克斯枪支零件,,,,,,
bkiZiraxWeaponParts,Parts of a Disassembled Zirax Hand-held Weapon,,,,,,,,,,拆卸后的兹瑞克斯手持武器零件,,,,,,
DetectorCVRWD,Detector (Capital Vessel),,,,,,,,,,探测器（主力舰）,,,,,,
ConstructorHVRWD,Mobile Constructor (HV),,,,,,,,,,移动建造器（HV）,,,,,,
ConstructorSVRWD,Mobile Constructor (SV),,,,,,,,,,移动建造器（SV）,,,,,,
ShieldGeneratorSVRWD,Light Polarized Hull Shield (SV),,,,,,,,,,轻型偏振船体护盾（SV）,,,,,,
VlachRecipe,Doctor Vlach's Secret Recipe,,,,,,,,,,弗拉赫医生的秘密配方,,,,,,
bkiVlachRecipe,The Secret Recipe to craft Slime Ointment from Slime Goo. (Use to Read),,,,,,,,,,用黏胶制作黏胶药膏的秘密配方。（使用阅读）,,,,,,
SlimeOintment,Slime Ointment,,,,,,,,,,黏胶药膏,,,,,,
bkiSlimeOintment,A healing ointment made from Slime Goo. Heals 250 health and cures an Open Wound.,,,,,,,,,,一种由黏胶制成的治疗药膏。治疗250生命值并治愈开放性伤口。,,,,,,
JunkCPUCompressorT1,Scrap CPU Compressor (T1),,,,,,,,,,废料CPU压缩机（T1）,,,,,,
JunkCPUCompressorT2,Scrap CPU Compressor (T2),,,,,,,,,,废料CPU压缩机（T2）,,,,,,
JunkCPUCompressorT3,Scrap CPU Compressor (T3),,,,,,,,,,废料CPU压缩器（T3）,,,,,,
bkiJunkCPU,A device made of scrap engineering parts. It reduces the amount of CPU used by your ship by compressing electronic resources into smaller packets.,,,,,,,,,,一种由废料工程零件制成的设备。它通过将电子资源压缩成更小的数据包来减少飞船使用的CPU数量。,,,,,,
bkiStoneStatue,"This ancient Statue, despite being apparently made entirely of stone, seems to emit an unusual energy that somehow reduces the power usage of a Capital Vessel or Base that it's placed on. This energy seems to interfeer with computer operations, reducing the efficiency of computer systems as if utilizing CPU power.",,,,,,,,,,这个古代雕像，尽管明显完全由石头制成，却似乎发出一种异常的能量，以某种方式减少其所放置的主力舰或基地的能源消耗。这种能量似乎干扰计算机操作，降低计算机系统的效率，就像消耗CPU能力一样。,,,,,,
bkiStoneStatueInert,"Unlike other stone statuary of ancient design, this one appears to be purely decorative.",,,,,,,,,,与其他古代设计的石制雕像不同，这个看起来纯粹是装饰性的。,,,,,,
ControlStationHuman,Shield Technician,,,,,,,,,,护盾技师,,,,,,
ControlStationNPC,Shield Technician,,,,,,,,,,护盾技师,,,,,,
ControlStationHuman2,Master Shield Technician,,,,,,,,,,高级护盾技师,,,,,,
bkiShieldTech,"A Shield Technician maintains the ship's shield, causing it to recharge faster than it otherwise would.",,,,,,,,,,护盾技师维护飞船的护盾，使其充能速度比平时更快。,,,,,,
ConsoleSmallNPC,Quartermaster,,,,,,,,,,军需官,,,,,,
ConsoleSmallHuman,Quartermaster,,,,,,,,,,军需官,,,,,,
bkiQuartermaster,"A Quartermaster manages the inventory of any Repository Extensions he is ajacent to, and those connected to such Extensions. (Acts as a Repository)",,,,,,,,,,军需官管理其相邻的任何仓库扩展的库存，以及连接这些扩展的库存。（充当仓库）,,,,,,
EngineerMainStation,Engineering Station,,,,,,,,,,工程站,,,,,,
bkiEngineerStation,A skilled engineer knows how to keep the ship'a thrusters in prime condition and increase the overall thrust of your ship.,,,,,,,,,,熟练的工程师知道如何保持飞船推进器的最佳状态并增加飞船的整体推力。,,,,,,
bkiCommandingOfficer,A Commanding Officer greatly reduces the load on the CPU of the ship by completing critical tasks manually.,,,,,,,,,,指挥官通过手动完成关键任务来大幅减少飞船CPU的负载。,,,,,,
bkiCommandingOfficer2,A Commanding Officer greatly reduces the load on the CPU of the ship by completing critical tasks manually.,,,,,,,,,,指挥官通过手动完成关键任务来大幅减少飞船CPU的负载。,,,,,,
bkiCommandingOfficerAlien,A Commanding Officer greatly reduces the load on the CPU of the ship by completing critical tasks manually.,,,,,,,,,,指挥官通过手动完成关键任务来大幅减少飞船CPU的负载。,,,,,,
bkiTacticalOfficer,A Tactical  Officer reduces the load on the CPU of the ship by completing necessary tasks manually.,,,,,,,,,,战术官通过手动完成必要任务来减少飞船CPU的负载。,,,,,,
bkiOperatorPilot,A Pilot knows how to get the most maneuverability out of any ship. (Acts as a better RCS).,,,,,,,,,,飞行员知道如何从任何飞船中获得最大机动性。（作用比RCS更好。）,,,,,,
FoodDecayTime,Spoil/Degrade/Change time,,,,,,,,,,变质/降解/变化时间,,,,,,
FoodDecayedItem,Spoils/Degrades/Changes into,,,,,,,,,,变质/降解/变为,,,,,,
GravityEngineCV,Alien Gravity Drive,,,,,,,,,,外星引力引擎,,,,,,
bkiGravityEngineCV,A mysterious alien device that somehow generates thrust by spinning.,,,,,,,,,,一个神秘的外星装置，不知何故通过旋转产生推力。,,,,,,
AlienShipComputer,Alien Ship Computer,,,,,,,,,,外星飞船计算机,,,,,,
bkiAlienCPU,This Alien Computer Technology rapidly processes large amounts of data and greatly increases the amount of CPU available on you Ship.,,,,,,,,,,这种外星计算机技术可快速处理大量数据，并极大增加你飞船上的可用CPU数量。,,,,,,
mnuRespNearSpawnPointTitle,Nearest Emergency Teleporter,,,,,,,,,,最近的紧急传送器,,,,,,
mnuRespLocalDesc,Use your Emergency Teleport Chip.\n[c][d23b18]WARNING: You might find yourself in a deadly environment again.[-][/c],,,,,,,,,,使用你的紧急传送芯片。\n[c][d23b18]警告：你可能会再次置身于致命环境中。[-][/c],,,,,,
mnuRespNearSpawnPointDesc,Teleport to {0}.\n[c][1eab11]This is a safe option for teleporting.[-][/c],,,,,,,,,,传送到{0}。\n[c][1eab11]这是一个安全的传送选项。[-][/c],,,,,,
mnuRespawnHomeInfo,Teleport to your home base on {0}.\n[c][1eab11]This is a safe option for teleporting.[-][/c],,,,,,,,,,传送到你在{0}的主基地。\n[c][1eab11]这是一个安全的传送选项。[-][/c],,,,,,
RockResourceIron,Iron Rubble,,,,,,,,,,铁碎石,,,,,,
RockResourceCobalt,Cobalt Rubble,,,,,,,,,,钴碎石,,,,,,
RockResourceCopper,Copper Rubble,,,,,,,,,,铜碎石,,,,,,
RockResourceSilicon,Silicon Rubble,,,,,,,,,,硅碎石,,,,,,
RockResourceNeodymium,Neodymium Rubble,,,,,,,,,,钕碎石,,,,,,
RockResourceErestrum,Erestrum Rubble,,,,,,,,,,锷碎石,,,,,,
RockResourceSathium,Sathium Rubble,,,,,,,,,,钑碎石,,,,,,
RockResourceZascosium,Zascosium Rubble,,,,,,,,,,铡碎石,,,,,,
RockResourceTitan,Titan Rubble,,,,,,,,,,泰坦碎片,,,,,,
RawBugMeat,Bug Meat,,,,,,,,,,虫肉,,,,,,
CookedBugMeat,Cooked Bug Meat,,,,,,,,,,熟虫肉,,,,,,
SpiderEggs,Spider Eggs,,,,,,,,,,蜘蛛蛋,,,,,,
SpiderEggSoup,Spider Egg Soup,,,,,,,,,,蜘蛛蛋汤,,,,,,
bkiSalvageBlocks,"Yes, I know the Shapes Window is screwed up. Unfortunately, because the developers don't really want us messing with custom block types, getting the window to work is more trouble than it's worth.",,,,,,,,,,是的，我知道形状窗口有问题。不幸的是，由于开发者并不真的希望我们乱搞自定义方块类型，让窗口正常工作得不偿失。,,,,,,
EntitySpawner1,Teleport Pad,,,,,,,,,,传送平台,,,,,,
TeleportPad,Teleport Pad,,,,,,,,,,传送平台,,,,,,
bkiTeleportPad,A target pad for an incoming Teleport signal. (Cannot be used to Teleport Out),,,,,,,,,,用于接收传送信号的目标平台。（不能用于传送出去）,,,,,,
PlayerSpawner,Teleport Pad,,,,,,,,,,传送平台,,,,,,
bmTrashHeap,Trash Heap,,,,,,,,,,垃圾堆,,,,,,
bmTrashHeap_1,Trashy Overgrowth,,,,,,,,,,垃圾蔓生,,,,,,
bmPollutionSource,Pollution Source,,,,,,,,,,污染源,,,,,,
MultiCharge,Salvage Charge,,,,,,,,,,回收炸药,,,,,,
PistolUniCart,UniCart Projectile Pistol,,,,,,,,,,万能卡弹射手枪,,,,,,
ShotgunUniCart,UniCart Shotgun,,,,,,,,,,万能卡霰弹枪,,,,,,
AssaultRifleUniCart,UniCart Assault Rifle,,,,,,,,,,万能卡突击步枪,,,,,,
SniperUniCart,UniCart Sniper Rifle,,,,,,,,,,万能卡狙击步枪,,,,,,
MinigunUniCart,UniCart Minigun,,,,,,,,,,万能卡机枪,,,,,,
bkiUniCartWeapon,"An advanced weapon that utilized 'UniCart' technology to fabricate a full magazine of the appropriate ammunition out of a single 'Universal Cartridge'. Such weapons often come with advanced upgrades, such as holographic scopes and alternate modes of attack",,,,,,,,,,一种利用'万能卡'技术的高级武器，可从单个'万能弹匣'中制造一整弹匣的相应弹药。这类武器通常带有高级升级，如全息瞄准镜和交替攻击模式。,,,,,,
UniversalCartridge,Universal Cartridge,,,,,,,,,,万能弹匣,,,,,,
bkiUniCart,A Cartridge made up of various materials that a weapon utilizing 'UniCart' technology can use to fabricate the relevant ammunition.,,,,,,,,,,一种由各种材料制成的弹匣，使用'万能卡'技术的武器可用它制造相关弹药。,,,,,,
BlasterUniCart,UniCart Blaster,,,,,,,,,,万能卡爆能枪,,,,,,
LaserRifleUniCart,UniCart Laser Rifle,,,,,,,,,,万能卡激光步枪,,,,,,
LaserCarbineUniCart,UniCart Laser Carbine,,,,,,,,,,万能卡激光卡宾枪,,,,,,
ScifiCannonUniCart,UniCart Plasma Cannon,,,,,,,,,,万能卡等离子炮,,,,,,
bkiUniCartEnergyWeapon,An advanced weapon that utilized 'UniCart' energy technology to charge a full magazine of the appropriate ammunition out of a single 'Universal Energy Cartridge'.,,,,,,,,,,一种利用'万能卡'能量技术的高级武器，可从单个'万能能量弹匣'中装载一整弹匣的相应弹药。,,,,,,
UniversalEnergyCartridge,Universal Energy Cartridge,,,,,,,,,,万能能量弹匣,,,,,,
bkiUniCartEnergy,An Energy Cartridge that can power a variety of different 'UniCart' Energy weapons with a single cartridge.,,,,,,,,,,一种能量弹匣，可为一支弹匣为各种不同的'万能卡'能量武器供能。,,,,,,
Runestone,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,ルーン像,古代雕像,雕像 (符文石),,,Άγαλμα,Beeld,Bức tượng
StoneBarbarian,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,バーバリアン像,古代雕像,雕像 (野蠻人),,,Άγαλμα,Beeld,Bức tượng
CelticCross,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (凱爾特十字架),,,Άγαλμα,Beeld,Bức tượng
DemonHead,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (惡魔之首),,,Άγαλμα,Beeld,Bức tượng
DemonicStatue,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (惡魔),,,Άγαλμα,Beeld,Bức tượng
GothicFountain,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (哥特噴泉),,,Άγαλμα,Beeld,Bức tượng
GreekHead,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (希臘人首),,,Άγαλμα,Beeld,Bức tượng
MayanStatueSnake,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (瑪雅蛇神),,,Άγαλμα,Beeld,Bức tượng
SnakeStatue,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (蛇神),,,Άγαλμα,Beeld,Bức tượng
StatueSkull,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (頭蓋骨),,,Άγαλμα,Beeld,Bức tượng
TigerStatue,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (虎),,,Άγαλμα,Beeld,Bức tượng
AncientStatue,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (遠古文明),,,Άγαλμα,Beeld,Bức tượng
DemonicStatueSmall,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (小惡魔),,,Άγαλμα,Beeld,Bức tượng
MayanStatueSnakeSmall,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (小瑪雅蛇神),,,Άγαλμα,Beeld,Bức tượng
SnakeStatueSmall,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (小蛇神),,,Άγαλμα,Beeld,Bức tượng
TigerStatueSmall,Ancient Statue,Antike Statue,Statue Antique,Statua Antica,Estatua Antigua,,Estátua,Posąg,Статуя,像,古代雕像,雕像 (小老虎),,,Άγαλμα,Beeld,Bức tượng
WarpDriveCVEpic,Epic Warp Drive,,,,,,,,,,史诗翘曲引擎,,,,,,
VictoryWarpDrive,Victory Drive,,,,,,,,,,胜利引擎,,,,,,
bkiVictoryWarpDrive,This Warp Drive can reach further than any other. It can even be used to cross the 'Bridge of Light' to the distant 'Lost Galaxy'. Uses half the amount of Pentaxid as a normal Warp Drive.,,,,,,,,,,这种翘曲引擎比任何其他引擎都能到达更远的地方。它甚至可以用来穿越'光之桥'到达遥远的'失落星系'。消耗的翘曲水晶量只有普通翘曲引擎的一半。,,,,,,
Phantom,Cold Spot,,,,,,,,,,冷斑,,,,,,
igmEffectColdSpot,You feel unnaturally cold.,,,,,,,,,,你感到异常的寒冷。,,,,,,
BulletCasings,Bullet Casings,,,,,,,,,,弹壳,,,,,,
BulletCasingsBox50,Nearly Empty Box of Bullet Casings,,,,,,,,,,几乎空了的弹壳盒,,,,,,
BulletCasingsBox100,Partially filled Box of Bullet Casings,,,,,,,,,,部分填充的弹壳盒,,,,,,
